,0,1,2
318,1vWOJOtwPa4iORoVuppnd7izF4hioo7PZ,21061573LOCALIZADOR ENTRADA: 71016402,"21061573LOCALIZADOR ENTRADA: 71016402 - 96/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 12/06/2019hasta 12/06/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
319,1Wq8_6pbVRPwgPVAuEqZL1vKedfrPzdkb,20777737LOCALIZADOR ENTRADA: 69910445,"20777737LOCALIZADOR ENTRADA: 69910445 - 59/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 27/05/2019hasta 27/05/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
320,1ilqBGhPTplfXmaROWGvB4dhm5CgJJNOc,20144935Loc. Entrada: 67529355,20144935
321,1U-99JbuafDQ8lJCmAVJ8AoyuCWy7AU_V,20144935Loc. Entrada: 67529364,20144935
322,1p13x-2LVvwqZF8UEpJS1brKhBjGJvU7S,28313054Loc. Entrada: 94260385,28313054
323,1V2Kl6FKgifxZ3Xp--ES71lZXijpnMcW4,21082352LOCALIZADOR ENTRADA: 71019575,"21082352LOCALIZADOR ENTRADA: 71019575 - 10/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
324,18IvIhtUW9OoOqcVGfAY16A1JvrkxJLV2,20144935Loc. Entrada: 67529297,20144935
325,1OzGr5ym0okWy2k9nPXiOEvMVKC5wKiuP,20777737LOCALIZADOR ENTRADA: 69910384,"20777737LOCALIZADOR ENTRADA: 69910384 - 27/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 27/05/2019hasta 27/05/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
326,1-PjdcyPLwY-ytH2W6TrVLIRywHIbesvk,21082352LOCALIZADOR ENTRADA: 71019580,"21082352LOCALIZADOR ENTRADA: 71019580 - 5/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
327,1paKqdj6MCyGTzkyFGqRSqxtzIm0KKi2S,21082352LOCALIZADOR ENTRADA: 71019512,"21082352LOCALIZADOR ENTRADA: 71019512 - 65/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
328,19srg8iNTV5vQLnG08gxNxyNlZxzvsPCb,21082352LOCALIZADOR ENTRADA: 71019495,"21082352LOCALIZADOR ENTRADA: 71019495 - 90/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
329,131un7UHWzt5OtzV2c927EmF7bOrkzgDS,28313054Loc. Entrada: 94260327,28313054
330,1RJf2Jk6Rs8HxZaJ5xBHSDQ9LaONUBhBJ,21061578LOCALIZADOR ENTRADA: 71016587,"21061578LOCALIZADOR ENTRADA: 71016587 - 85/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 12/06/2019hasta 12/06/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
331,1VawPDYwBACWUbd6st8GkT238PfvG-MSa,20144935Loc. Entrada: 67529374,20144935
332,1NIF_fuRBZPzqOuGd-ozEMhwTTujSlV9B,20144935Loc. Entrada: 67529327,20144935
333,1mhAM21Vg87b7w5FjnxHiuOoGBG2vlehg,28313054Loc. Entrada: 94260343,28313054
334,1gulIkEZWsh2j3jns40eSyQ0sPMRQpaZb,21061578LOCALIZADOR ENTRADA: 71016588,"21061578LOCALIZADOR ENTRADA: 71016588 - 92/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 12/06/2019hasta 12/06/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
335,1sybeD76sua98m6yjcZngExCAwWWyj0Z_,20144935Loc. Entrada: 67529306,20144935
336,1PdotZKoc1RX1x3y9SzW1-BuvsmRrL5Ys,20144935Loc. Entrada: 67529355,20144935
337,1dNMS6utRdkk7WPzpvX9eh1cma7Li0agi,20144935Loc. Entrada: 67529368,20144935
338,1jMc_carExMhZobZ2TdB7ToRo1Awq9CVU,20144935Loc. Entrada: 67529311,20144935
339,1Qjo51ogaHPYHvSa6-nEsLnWAwYFSiW9P,21082342LOCALIZADOR ENTRADA: 71019264,"21082342LOCALIZADOR ENTRADA: 71019264 - 60/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
340,1riE0nEKRvqokXNmS5XwOaqNDr6CIeyZ0,21061578LOCALIZADOR ENTRADA: 71016550,"21061578LOCALIZADOR ENTRADA: 71016550 - 30/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 12/06/2019hasta 12/06/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
341,1UPR5hqn8WsFkFPB9Y6bBLYh02M8NS3n9,20777737LOCALIZADOR ENTRADA: 69910416,"20777737LOCALIZADOR ENTRADA: 69910416 - 95/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 27/05/2019hasta 27/05/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
